"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EVBG","Everbridge, Inc.","55.11","1619451272.67","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/evbg",
"EVER","EverQuote, Inc.","16","399022208","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ever",
"MRAM","Everspin Technologies, Inc.","7.63","128978374.56","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/mram",
"EVTC","Evertec, Inc.","23.41","1702308200.58","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/evtc",
"EVOL","Evolving Systems, Inc.","2.25","27263281.5","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/evol",
"AQUA","Evoqua Water Technologies Corp.","18.04","2054589653.16","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aqua",
"EXTN","Exterran Corporation","26.63","962012345.05","n/a","2015","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/extn",
"EXTR","Extreme Networks, Inc.","5.54","655493908","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/extr",
"FFIV","F5 Networks, Inc.","187.51","11404043745.73","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","159.33","460020549735.12","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","224.5","8611471800.5","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/fds",
"SFUN","Fang Holdings Limited","2.52","1121224595.4","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/sfun",
"FNSR","Finisar Corporation","18.56","2175443305.6","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/fnsr",
"FEYE","FireEye, Inc.","16.74","3264376384.62","n/a","2013","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/feye",
"FSLR","First Solar, Inc.","49.23","5159404921.5","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/fslr",
"FISV","Fiserv, Inc.","81.85","33143282643.9","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/fisv",
"FIT","Fitbit, Inc.","5.11","1253850393.67","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/fit",
"FIVN","Five9, Inc.","41.25","2405071803.75","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","12.91","6877957962.22","n/a","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/flex",
"FPAY","FlexShopper, Inc.","0.7897","4319264.9397","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpay",
"FSCT","ForeScout Technologies, Inc.","36.3","1518726551.1","n/a","2017","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","2.85","4145031.45","1454397","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","13.51","997881591.42","n/a","2003","Technology","Semiconductors","https://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","41.83","7029406.01","168047","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/forty",
"FTNT","Fortinet, Inc.","91.18","15421907830.44","n/a","2009","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ftnt",
"FSNN","Fusion Connect, Inc.","2.74","214991461.38","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/fsnn",
"GDI","Gardner Denver Holdings, Inc.","28.08","5591281765.68","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/gdi",
"GTES","Gates Industrial Corporation plc","18.94","5487985818.26","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/gtes",
"GDS","GDS Holdings Limited","32.23","1581292335.81","49062747","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/gds",
"JOB","GEE Group Inc.","2.6","28096788.2","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/job",
"GFN","General Finance Corporation","15.73","420888459.42","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","102.8","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.905","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfnsl",
"GIGM","GigaMedia Limited","2.99","33046182.65","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/gigm",
"GILT","Gilat Satellite Networks Ltd.","8.48","464704958.24","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/gilt",
"GSB","GlobalSCAPE, Inc.","4.11","89988988.41","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gsb",
"GLOB","Globant S.A.","56.87","2034091526.17","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/glob",
"GLUU","Glu Mobile Inc.","7.41","1050769951.92","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/gluu",
"GDDY","GoDaddy Inc.","81.67","14071927779.29","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/gddy",
"GHM","Graham Corporation","27.56","270955478.56","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ghm",
"GEC","Great Elm Capital Group, Inc. ","3.3","85479900","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gec",
"GRNQ","Greenpro Capital Corp.","5.5","300934078.5","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/grnq",
"GSUM","Gridsum Holding Inc.","6.35","100781618.35","15871121","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gsum",
"GRPN","Groupon, Inc.","3.81","2165588679.99","n/a","2011","Technology","Advertising","https://www.nasdaq.com/symbol/grpn",
"GVP","GSE Systems, Inc.","3.45","68078349.75","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","6.86","149336670.84","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/gsit",
"GWRE","Guidewire Software, Inc.","98.07","7905257844.33","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gwre",
"HQCL","Hanwha Q CELLS Co., Ltd. ","8.16","44892444","5501525","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/hqcl",
"HLIT","Harmonic Inc.","5.5","473172881.5","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/hlit",
"HHS","Harte-Hanks, Inc.","7.56","47264878.08","n/a","1993","Technology","Advertising","https://www.nasdaq.com/symbol/hhs",
"HSTM","HealthStream, Inc.","29.67","959017594.68","n/a","2000","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/hstm",
"HSII","Heidrick & Struggles International, Inc.","31.34","594164686.46","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/hsii",
"HPE","Hewlett Packard Enterprise Company","16.53","24326346117.99","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpe",
"HIMX","Himax Technologies, Inc.","6.01","649469712.44","108064844","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/himx",
"HDP","Hortonworks, Inc.","21.5","1749057228.5","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hdp",
"HPQ","HP Inc.","26.08","41269213888.64","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpq",
"HMI","Huami Corporation","10.57","628218606.12","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hmi",
"HUBS","HubSpot, Inc.","145.88","5659127362.28","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hubs",
"HSON","Hudson Global, Inc.","1.599","51217460.268","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/hson",
"HUYA","HUYA Inc.","21.13","4306231835.54","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/huya",
"ICHR","Ichor Holdings","20.74","505200060.2","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","3.82","51210568.56","13405908","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"INVE","Identiv, Inc.","6.09","93502151.19","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IEC","IEC Electronics Corp.","5.34","54945534.84","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/iec",
"INFO","IHS Markit Ltd.","54.07","21312513932.03","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"ITW","Illinois Tool Works Inc.","144.71","48528929301.67","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/itw",
"IMMR","Immersion Corporation","9.92","305242883.84","n/a","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"IMPV","Imperva, Inc.","44.42","1554432014.14","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/impv",
"INFY","Infosys Limited","10.27","179453172818.4","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/infy",
"INOD","Innodata Inc.","1.47","38039857.38","n/a","1993","Technology","EDP Services","https://www.nasdaq.com/symbol/inod",
"ISSC","Innovative Solutions and Support, Inc.","2.42","40754249.58","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/issc",
"INOV","Inovalon Holdings, Inc.","10.01","1528165068.43","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/inov",
"IPHI","Inphi Corporation","35.96","1576863764.24","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/iphi",
"INPX","Inpixon ","0.205","8987808.44","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/inpx",
"NSP","Insperity, Inc.","115.55","4844296823.25","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/nsp",
"INSE","Inspired Entertainment, Inc.","6.64","142658454.48","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"INST","Instructure, Inc.","33.87","1179668560.35","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inst",
"IDTI","Integrated Device Technology, Inc.","47.08","6065171440.68","n/a","1984","Technology","Semiconductors","https://www.nasdaq.com/symbol/idti",
"INTC","Intel Corporation","48.1","221789100000","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/intc",
"IDN","Intellicheck, Inc.","2.47","38611524.12","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","10.42","91675034.96","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ins",
"LINK","Interlink Electronics, Inc.","4.1205","26712311.472","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.25","62177430","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","12.41","263320765.94","n/a","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IBM","International Business Machines Corporation","153.75","140338109058.75","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/ibm",
"IIJI","Internet Initiative Japan, Inc.","9.89","15740943.78","1591602","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/iiji",
"IPG","Interpublic Group of Companies, Inc. (The)","23.07","8853929639.4","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/ipg",
"INTX","Intersections, Inc.","1.86","45303103.02","n/a","2004","Technology","EDP Services","https://www.nasdaq.com/symbol/intx",
"INXN","InterXion Holding N.V.","66.51","4762714590","n/a","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inxn",
"IVAC","Intevac, Inc.","5.2","117433290","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ivac",
"INTU","Intuit Inc.","227.62","58878834144.4","n/a","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/intu",
"IPAS","iPass Inc.","1.93","16207939.28","n/a","2003","Technology","EDP Services","https://www.nasdaq.com/symbol/ipas",
"IPGP","IPG Photonics Corporation","155.5","8451968628","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",
"JCOM","j2 Global, Inc.","79.41","3910362092.31","n/a","1999","Technology","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcom",
"JBL","Jabil Inc.","27.2","4581697036.8","n/a","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/jbl",
"JKHY","Jack Henry & Associates, Inc.","159.12","12280692724.56","n/a","1985","Technology","EDP Services","https://www.nasdaq.com/symbol/jkhy",
"JT","Jianpu Technology Inc.","4.89","821644783.02","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","10.82","423217375.2","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/jks",
"JMU","JMU Limited","1.13","2164945.53","1915881","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",
"JBT","John Bean Technologies Corporation","115.6","3653563200.8","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/jbt",
"JNPR","Juniper Networks, Inc.","29.83","10285235148.3","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/jnpr",
"KAI","Kadant Inc","106.82","1185541022.26","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kai",
"KELYA","Kelly Services, Inc.","22.5","873102510","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","23","892504788","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelyb",
"KTCC","Key Tronic Corporation","7.51","80805196.8","n/a","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","35.65","931369725.7","n/a","1995","Technology","Professional Services","https://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","19.58","522681227.42","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/ke",
"KOPN","Kopin Corporation","2.27","173944431.81","n/a","1992","Technology","Semiconductors","https://www.nasdaq.com/symbol/kopn",
"KFY","Korn/Ferry International","48.31","2750798501.91","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/kfy",
"KLIC","Kulicke and Soffa Industries, Inc.","23.67","1599429003.3","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","12.55","221687567.4","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"LLL","L3 Technologies, Inc.","211.75","16586095660.75","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lll",
"LRCX","Lam Research Corporation","151.08","23007496089.36","n/a","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LTRX","Lantronix, Inc.","3.98","76543113.24","n/a","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","8.55","1083792126.15","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LEAF","Leaf Group Ltd.","9.5","237753308","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/leaf",
"LDOS","Leidos Holdings, Inc.","68.53","10312763296.99","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ldos",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","14.53","1090610858.91","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","14.4","1080853156.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpb",
"LPTH","LightPath Technologies, Inc.","2","51547210","n/a","1996","Technology","Semiconductors","https://www.nasdaq.com/symbol/lpth",
"LECO","Lincoln Electric Holdings, Inc.","94.18","6137904328.26","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/leco",
"LN","LINE Corporation","40.38","9695052252","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ln",
"LKM","Link Motion Inc.","0.6594","64612623.1842","n/a","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lkm",
"LIQT","LiqTech International, Inc.","1.59","115657469.73","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/liqt",
"LPSN","LivePerson, Inc.","24.36","1520268088.08","n/a","2000","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lpsn",
"LOGI","Logitech International S.A.","44.09","7295767706.88","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","86.87","4508553000","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/logm",
"LORL","Loral Space and Communications, Inc.","46.54","1439610231.54","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lorl",
"LXFT","Luxoft Holding, Inc.","45.45","1524434359.5","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/lxft",
"MTSI","MACOM Technology Solutions Holdings, Inc.","19.53","1272629913.66","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/mtsi",
"MGIC","Magic Software Enterprises Ltd.","8.63","420777190.48","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"MX","MagnaChip Semiconductor Corporation","9.95","343225648","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/mx",
"MNGA","MagneGas Corporation","0.2434","9717356.5336","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mnga",
"MJCO","Majesco","7.24","265151410.52","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mjco",
"MAMS","MAM Software Group, Inc.","7.79","98099742.65","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","52.73","3467542622.74","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/manh",
"MNTX","Manitex International, Inc.","9.81","192339941.58","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MAN","ManpowerGroup","83.99","5450497621.98","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/man",
"MRIN","Marin Software Incorporated","3.25","18801250","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mrin",
"MRVL","Marvell Technology Group Ltd.","19.4","12772960000","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/mrvl",
"MTCH","Match Group, Inc.","56.29","15586356223.75","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","13.09","176065343.3","13450370","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MAXR","Maxar Technologies Ltd.","32.36","1913662414.68","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/maxr",
"MXIM","Maxim Integrated Products, Inc.","56.63","15744219820.84","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MXL","MaxLinear, Inc","19.76","1355719333.28","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxl",
"MGRC","McGrath RentCorp","52.67","1273010251.17","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","4.03","201238432.85","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MTBC","Medical Transcription Billing, Corp.","5.3","62786047.2","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","25.37","23576315.63","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MDSO","Medidata Solutions, Inc.","72.12","4404635532.48","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MLNX","Mellanox Technologies, Ltd.","75.53","4000843586.74","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MFGP","Micro Focus Intl PLC","18.7","8048403591.8","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mfgp",
"MCHP","Microchip Technology Incorporated","77.65","18291065344.2","n/a","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","45.76","53072934291.52","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","115.15","882995223937.4","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","132.49","1519315031.06","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr",
"MCRN","Milacron Holdings Corp.","20.17","1421886570.4","n/a","2015","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mcrn",
"MIME","Mimecast Limited","37.13","2217026656.24","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.31","44600135.58","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","40.06","1912177690.58","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/mb",
"MIND","Mitcham Industries, Inc.","4.14","50174311.86","n/a","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23.69","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","6.73","254372403.43","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","11.03","1357082160.62","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/mitl",
"MIXT","MiX Telematics Limited","13.07","295185950","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mixt",
"MOBL","MobileIron, Inc.","5.16","530119715.64","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MODN","Model N, Inc.","15.69","490319544.81","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/modn",
"MOMO","Momo Inc.","41.8","6224207682","148904490","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MDB","MongoDB, Inc.","76.11","3974151387.9","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MPWR","Monolithic Power Systems, Inc.","124.8","5279002560","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","19.98","841235022.9","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MOSY","MoSys, Inc.","0.2611","2133424.601","n/a","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MSI","Motorola Solutions, Inc.","126.87","20586789042.87","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/msi",
"MOXC","Moxian, Inc.","0.8307","55953644.3154","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"MYSZ","My Size, Inc.","1.02","30304228.56","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"NNDM","Nano Dimension Ltd.","2.04","19387372.56","9503614","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NH","NantHealth, Inc.","1.44","157639165.92","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NATI","National Instruments Corporation","47.34","6258731690.7","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NPTN","NeoPhotonics Corporation","8.08","366044014.16","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/nptn",
"NETE","Net Element, Inc.","4.75","18329361.75","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","85.67","22211511148.84","n/a","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap",
"NTCT","NetScout Systems, Inc.","24.47","1970698228.19","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","7.12","81898625.92","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"NEWR","New Relic, Inc.","87.62","4951394984.64","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/newr",
"NXGN","NextGen Healthcare, Inc.","18.87","1211774355.99","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nxgn",
"NICE","NICE Ltd","112.15","4799255809.9","42793186","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"LASR","nLIGHT, Inc.","20.8","723866790.4","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/lasr",
"NOK","Nokia Corporation","5.48","30683024132.6","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/nok",
"NUAN","Nuance Communications, Inc.","17.28","4955954302.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nuan",
"NTNX","Nutanix, Inc.","41.81","7228488211.99","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntnx",
"NVEC","NVE Corporation","102.7","497274427","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvec",
"NVT","nVent Electric plc","27","4834019574","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nvt",
"NVDA","NVIDIA Corporation","286.48","174179840000","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","85.08","29296232032.68","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/nxpi",
"OIIM","O2Micro International Limited","2.37","79095176.04","33373492","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oiim",
"OCLR","Oclaro, Inc.","8.89","1517411146.02","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oclr",
